,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,dCMP,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,taurocholate,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,3-methyladipate/pimelate,6-phosphogluconate,alpha-hydroxybutyrate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cAMP,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine,C14:0 LPC,C16:1 LPC,C16:0 LPC,C18:2 LPC,C18:1 LPC,C18:0 LPC,C20:4 LPC,C20:3 LPC,C22:6 LPC,C16:0 LPE,C18:1 LPE,C18:0 LPE,C20:4 LPE,C22:6 LPE,C32:2 PC,C32:1 PC,C32:0 PC,C34:4 PC,C34:3 PC,C34:2 PC,C34:1 PC,C36:4 PC-A,C36:4 PC-B,C36:3 PC,C36:2 PC,C36:1 PC,C38:6 PC,C38:5 PC,C38:4 PC,C38:2 PC,C40:6 PC,C14:0 SM,C16:1 SM,C16:0 SM,C18:2 SM,C18:1 SM,C18:0 SM,C22:1 SM,C22:0 SM,C24:1 SM,C24:0 SM,C34:2 DAG,C34:1 DAG,C36:2 DAG,C36:1 DAG,C14:0 CE,C16:1 CE,C16:0 CE,C18:3 CE,C18:2 CE,C18:1 CE,C18:0 CE,C20:5 CE,C20:4 CE,C20:3 CE,C22:6 CE,C46:2 TAG,C46:1 TAG,C46:0 TAG,C48:3 TAG,C48:2 TAG,C48:1 TAG,C48:0 TAG,C50:3 TAG,C50:2 TAG,C50:1 TAG,C50:0 TAG,C52:5 TAG,C52:4 TAG,C52:3 TAG,C52:2 TAG,C52:1 TAG,C54:7 TAG,C54:6 TAG,C54:5 TAG,C54:4 TAG,C54:3 TAG,C54:2 TAG,C54:1 TAG,C56:8 TAG,C56:7 TAG,C56:6 TAG,C56:5 TAG,C56:4 TAG,C56:3 TAG,C56:2 TAG,C58:8 TAG,C58:7 TAG,C58:6 TAG
SIDM00810,5.63196,5.99961,5.9564,5.82996,5.74898,6.02769,5.62684,5.62351,6.28804,5.70289,5.707,6.29002,6.3631,5.99578,5.90183,5.84492,5.81257,5.72641,5.36394,5.60945,5.52693,5.80544,5.8779,6.36582,6.05485,5.59656,5.57567,5.853,5.87367,5.87757,5.56105,5.56673,5.8584,6.13425,5.62166,5.76202,6.10861,5.71319,5.63659,5.64448,5.59102,5.94165,6.28084,5.80376,5.76229,5.76509,6.16454,5.62974,5.69642,5.60784,5.15712,5.98937,5.6415,5.27873,5.82971,5.69592,5.73903,5.88259,6.08933,6.11555,5.35787,6.14822,5.79071,5.70882,5.72438,5.95027,5.27829,5.91247,5.71312,5.78821,5.95912,5.83974,5.85683,6.00783,6.07733,6.10952,6.06691,5.78932,5.75949,5.93563,5.7368,5.79271,5.93831,6.09936,5.74703,5.72242,6.25309,5.90404,6.00414,5.6663,5.60629,5.62934,6.38138,5.66301,5.89108,5.86494,5.8015,5.88159,5.43888,6.08431,6.37485,6.0777,5.76624,5.68984,5.65384,5.5057,5.89127,6.00033,5.76124,5.93658,5.84752,6.00806,5.60867,5.90924,5.75675,5.01789,6.12279,5.90902,5.83346,5.94438,6.35583,6.27285,6.15588,6.29208,6.01842,6.0961,6.00613,5.92643,6.15463,5.99831,5.86865,6.12456,5.74226,6.08602,5.93694,5.7301,5.93682,5.99421,5.83453,5.79598,5.92492,5.77654,5.85994,5.70286,5.7708,5.8615,5.92736,6.10727,5.95797,5.59688,6.20019,6.00943,5.9348,5.99236,6.11799,6.06275,5.88519,5.9034,5.87713,6.01678,6.01315,5.87228,5.78436,5.84932,5.94577,6.06133,5.75478,6.03872,6.05393,5.92628,5.86744,5.95207,5.9607,6.03113,6.01382,5.79836,5.733,6.09418,6.53044,6.48394,6.22234,6.33222,5.97151,5.8991,5.80812,5.7458,6.07398,6.14975,5.74343,5.69278,5.92353,5.86029,6.21381,6.28685,6.03747,6.3524,6.40067,6.32261,6.08935,6.343,6.39404,6.22941,5.95283,5.97164,6.11696,6.29718,6.29864,6.00405,5.90364,5.8257,5.92881,6.04098,6.25734,6.17832,6.0416,5.5799,5.86883,5.64706,5.77546,5.99875,6.23468,6.23563,5.67704,5.65593,5.6031
SIDM00865,5.61335,6.15566,5.76209,5.83247,5.28843,5.8678,5.84635,5.72342,6.37657,5.40368,5.41161,6.4253,6.26804,5.85247,6.08529,6.11598,5.93089,5.92816,5.42265,5.82758,5.60628,5.42427,5.5292,6.28861,6.41267,5.16094,6.74101,6.8215,5.95333,5.32851,5.48369,5.8011,5.54781,5.55118,6.30234,5.44951,6.56612,5.94203,5.15044,5.3772,6.07929,5.76,6.41302,5.45636,5.35871,4.72416,5.44546,5.06186,5.4046,5.59567,4.69018,5.38193,6.04125,5.58202,6.01324,5.80836,5.66875,6.04252,5.73674,5.29841,5.50156,6.06907,5.4263,5.51963,5.65353,4.41647,5.59148,5.5187,4.96248,5.90832,5.97694,5.28842,5.17078,5.65442,5.50605,5.75739,5.35353,4.4719,5.0084,5.23068,4.73503,5.63903,5.45909,5.42741,5.774,5.2654,4.95414,5.06138,5.19391,5.00792,5.56093,4.76824,5.91702,5.20935,5.63389,5.75306,5.64657,5.87667,6.12607,5.41475,5.87941,5.17177,5.06713,5.51553,6.35613,5.6869,5.71225,5.74791,5.58029,5.44376,5.65013,6.2812,5.82868,5.97963,5.338,5.09736,5.51079,5.31098,5.78942,5.48516,5.36952,5.5221,5.64835,5.38338,5.31416,5.72425,5.6866,6.2042,6.38191,6.4682,6.38469,6.39684,6.14851,5.62656,4.82004,5.65335,6.22134,5.83138,5.78038,5.78392,5.61626,5.78173,5.63765,5.95949,5.68459,6.14279,6.07919,6.14145,6.02189,6.15189,5.73849,6.10441,6.16933,6.0457,5.78365,5.92081,6.15415,5.84377,6.08235,6.04098,6.0548,6.23841,6.055,6.03355,6.11686,6.1076,6.0595,5.76602,5.72265,6.04402,6.33875,6.14675,6.13215,6.02057,6.0973,6.07412,6.25025,6.46245,6.66178,6.41574,6.56088,5.98227,5.41257,5.48813,5.40286,5.1607,5.36953,5.71318,5.23187,5.13716,5.46357,5.45448,6.34449,6.41967,6.39625,5.87606,6.14216,6.48491,6.60827,5.99089,6.18166,6.48704,6.63159,5.92566,5.89907,5.93722,6.23369,6.42516,5.92443,5.97027,5.98936,5.8494,5.97437,6.268,6.41992,6.1629,5.98607,5.98557,5.86769,5.95787,6.05522,6.35298,5.80001,5.76805,5.77422
SIDM00903,5.80297,5.84878,5.93657,6.13334,5.82624,5.96594,5.89372,5.78535,5.81544,5.77392,5.83629,5.90076,5.48964,5.51856,5.71027,5.96311,5.72112,5.82715,5.74244,5.59649,5.97332,6.03686,6.08687,5.94498,5.43789,5.99232,6.40426,5.87751,5.85554,5.80021,5.92298,5.56406,5.92549,6.41389,5.82336,5.83284,5.80973,5.62883,5.98334,5.87908,5.91075,6.17964,5.81348,5.78773,5.90535,6.2436,6.14071,6.01522,5.54091,6.0454,4.52527,5.55833,5.89706,5.52736,5.92866,5.75586,5.78105,5.82992,5.90216,5.91536,5.53755,5.74159,5.24028,5.67897,5.68271,5.86904,4.95286,5.93869,5.91015,5.82323,5.6983,5.46031,5.04007,5.66474,5.54353,5.60878,6.00067,5.95038,6.21442,5.99351,6.31529,6.00679,6.42716,6.44205,5.70521,5.92131,6.12388,5.9717,5.9803,5.906,6.65401,5.91474,6.03383,5.9063,6.13463,5.47215,5.20503,5.96419,6.04956,6.13222,6.08508,5.68111,5.86172,5.93734,5.89193,5.83388,5.8685,5.93586,6.03261,5.43627,5.34874,5.68482,5.76512,6.09399,5.43808,6.26553,6.20586,5.96597,5.65691,6.21582,6.42463,5.92834,6.25328,6.69445,6.48643,6.44943,6.10228,6.40131,6.53172,6.55801,6.51746,6.4585,5.84356,6.02737,6.46799,5.93073,5.83919,5.78882,5.86511,5.83793,5.84196,5.90928,5.84523,5.83838,5.90615,5.90699,5.7249,5.87444,5.93353,5.67558,5.74677,5.72731,5.84885,5.78643,5.8776,5.80006,5.79991,6.09092,5.90907,5.89807,5.79225,5.92305,5.98994,5.93092,5.81877,5.8212,5.73324,5.92579,5.90154,5.8978,5.86757,5.69726,5.81159,5.91788,5.83482,5.88887,6.05371,5.63129,5.70122,5.74238,5.80293,6.20026,6.04993,6.13007,6.00618,6.04128,6.16097,6.33761,6.06857,6.02433,6.20061,6.32459,5.82193,5.90665,6.0039,5.93841,5.79932,5.9413,6.13816,5.76557,5.83601,5.97863,6.16407,5.88228,5.7633,5.73012,5.83809,5.99399,6.06899,5.97333,5.97096,5.76124,5.76889,5.90569,6.13809,5.77956,6.11201,5.92025,5.82155,5.74051,5.78904,5.98088,6.17198,6.02652,5.97821
SIDM00921,6.08742,5.85651,5.57962,6.06205,5.96103,5.92467,5.88406,5.948,5.85916,5.91645,5.879,5.83963,5.9632,5.7501,5.74446,5.79531,6.03417,5.90759,5.79086,5.84944,5.91033,5.7648,5.78793,5.89406,5.95563,5.95412,5.65866,5.88164,5.93134,5.81342,5.67452,5.81791,5.89518,5.82735,5.84768,5.88275,5.93064,5.75566,5.881,5.8393,5.79602,5.80634,5.81885,5.87316,5.74738,5.94602,5.95078,5.79038,5.63199,5.98847,4.78963,5.78502,5.89826,5.92143,5.8834,5.75199,5.80404,5.90074,6.02124,6.13852,5.93069,6.29561,6.04168,6.10075,5.92849,5.90704,5.88267,6.12229,5.96943,6.11623,6.20156,5.97629,5.98845,6.17576,6.18985,6.12621,5.86553,5.66223,5.90234,5.9165,5.88826,6.06469,6.1697,5.82126,5.87021,5.88651,6.10671,5.92344,5.94301,5.88121,6.05624,5.85057,5.87498,5.88765,6.48279,5.88975,5.90604,5.83477,5.71869,6.2312,4.8122,5.75897,5.83948,5.95422,5.92801,5.93697,6.00138,5.98954,5.96499,5.98344,6.02978,6.02302,6.02176,6.1138,5.82941,6.35293,5.85439,5.84559,5.88832,5.8348,5.78387,6.00717,5.64077,5.82951,5.62891,5.65455,5.69068,5.61189,5.53938,5.41205,5.52477,5.60829,5.83754,5.98329,5.96581,5.91571,5.71509,5.72185,5.64729,5.91162,5.76485,5.7528,5.78739,5.76289,5.85047,5.60642,5.7044,5.67825,5.73079,5.56871,5.7797,5.75246,5.90375,5.80954,5.9527,5.89345,5.85578,5.90394,5.8786,5.98773,5.96644,5.85273,5.88827,5.95524,5.95331,6.02313,5.78656,5.86635,5.81861,5.83068,5.82618,5.88326,5.89393,5.93702,5.98909,6.0119,5.87845,6.07354,5.89474,6.08625,5.89366,5.86547,5.8566,5.85177,5.93302,5.84873,5.88412,5.91993,5.90193,5.85569,5.89694,5.96601,5.86457,5.69757,5.81048,5.8218,5.73426,5.699,5.70687,5.80553,5.81792,5.74825,5.78415,5.83493,5.87036,5.90981,5.90557,5.84727,5.891,5.84274,5.86653,5.9092,6.02953,5.97408,5.98511,5.7514,5.98951,5.95565,5.90562,5.93474,6.05845,6.01127,6.05578,6.01456,5.93484
SIDM00922,5.44347,5.97864,5.36864,6.17004,5.316,5.83597,5.82962,5.4364,6.08878,5.31852,5.36523,6.0641,5.45107,5.83457,5.70877,6.14289,5.85216,5.65515,5.10541,5.61302,5.75068,5.46303,5.55938,6.00302,6.40281,5.29121,6.40171,6.71807,6.02701,5.51704,5.44154,5.54062,5.52289,5.70328,6.17304,5.28679,6.24235,5.61708,5.14022,5.26414,5.64758,5.62605,6.1646,5.32154,5.42681,4.95537,6.06947,5.10302,5.47713,5.64559,5.20167,4.60102,5.96079,5.75153,5.90023,5.50386,5.36184,5.81099,5.2118,5.15274,5.54312,5.63031,5.21383,5.40755,5.39007,5.01244,5.30851,5.28766,5.32654,5.49399,5.64391,5.2329,5.1987,5.40128,5.34903,5.49372,5.16241,5.00516,5.27041,5.18781,4.67811,5.63612,5.46119,5.50718,5.52179,5.17012,5.12601,5.12639,5.30544,5.05351,5.737,4.78278,5.96799,5.1269,5.7612,5.26821,5.33043,5.38061,5.68183,5.79377,5.5095,5.01175,5.02751,5.52287,6.21858,5.56589,6.4882,5.50479,5.69237,5.25833,5.20135,6.26899,6.14511,5.30485,5.13539,6.34149,5.06518,5.45594,5.49278,5.03779,5.04775,5.15047,5.36675,5.17021,5.05795,5.79442,5.70118,6.17353,6.49422,6.77262,6.61533,6.58898,6.10718,5.45082,5.08311,5.48981,6.21909,5.98293,5.88446,5.94531,5.79953,5.9584,5.83045,6.03559,5.85014,5.9678,6.02165,6.14337,6.00928,5.88702,5.80391,6.02509,6.20814,5.95234,5.88227,5.99334,6.11133,5.96494,6.03241,6.02798,6.03562,6.18078,6.01167,6.00297,6.02801,6.09264,6.03971,6.05028,5.98358,6.28019,6.01881,6.11809,6.09075,6.03435,6.09955,6.07556,6.21006,6.57184,6.50331,6.46312,6.47959,5.83293,5.44943,5.5827,5.45935,5.21235,5.55035,5.90536,5.52484,5.28953,5.65688,5.7378,6.69249,6.8205,6.5314,6.77842,6.72588,6.90469,6.81064,6.61482,6.72499,6.84374,6.88065,6.55786,6.51102,6.44103,6.68484,6.79042,6.49325,6.46328,6.5023,6.41776,6.46679,6.77827,6.81692,6.14607,6.55187,6.44293,6.44418,6.35777,6.48168,6.8266,6.35687,6.36673,6.32043
SIDM00924,5.88659,5.9844,5.61741,6.03838,5.91731,5.87948,5.86776,5.84058,5.82433,5.96183,5.93321,5.80787,5.91768,5.50038,5.75293,5.90039,6.08309,6.08251,5.95827,5.93195,5.84983,6.10657,6.04498,5.90701,5.75256,5.88457,5.64117,5.774,5.90789,5.7815,5.94388,5.91999,5.93066,6.10399,5.90328,5.89733,5.97745,5.99329,5.81849,5.81391,5.89134,5.91203,5.80762,5.90322,5.87372,5.79655,5.65385,5.80824,5.99154,5.93199,5.9576,6.42887,5.91338,6.21795,5.76143,5.81316,5.78294,5.80621,5.88717,5.79669,6.02092,5.97752,5.96646,6.01054,5.7393,6.05128,6.04679,5.91935,5.97211,5.91952,5.97246,5.90608,5.95012,5.96666,5.98491,5.94698,5.76556,5.82936,5.8814,5.72945,5.64222,5.81079,5.75044,5.84159,5.80851,5.81616,5.97554,5.81911,5.8037,5.78307,6.16331,5.73685,5.89578,5.85475,5.7363,5.86992,5.84708,5.78738,5.82588,6.03764,5.42698,5.88471,5.88862,5.85068,5.82852,6.02455,5.85213,5.3993,5.78129,5.86204,5.61634,6.14931,5.94621,5.81851,5.87003,6.17328,5.78917,5.80391,5.96734,5.79113,5.72067,5.94106,5.86807,5.82827,6.22009,5.89468,5.79108,6.31771,6.35317,6.19445,6.17164,6.19031,5.98459,5.98274,5.67845,5.83905,6.13397,6.08402,6.17562,6.0895,6.07607,6.181,6.0018,6.10799,6.04528,6.16817,6.08563,6.11793,5.91012,6.06608,5.97009,5.9537,5.86464,5.93208,5.91281,5.93322,5.92637,5.7979,5.86382,5.8522,5.90631,5.91425,5.77039,5.8049,5.81674,5.91829,5.78966,5.88699,5.88931,5.88419,5.80029,5.90699,5.88562,5.87019,5.91855,5.89242,5.96411,5.8562,5.83656,5.75448,5.83438,5.98451,5.96242,5.94737,5.98203,5.93128,5.93102,5.97894,5.97307,5.95731,5.99873,5.96325,6.12093,6.09718,6.15278,6.00007,5.97827,5.97744,6.14825,5.8507,5.86624,5.93862,6.08907,5.74871,5.67023,5.74459,5.81042,5.84769,5.76032,5.7376,5.62158,5.59731,5.70776,5.73022,5.88755,5.73535,5.69453,5.67723,5.57184,5.53902,5.63737,5.78446,5.56113,5.49051,5.52398
SIDM00925,5.94453,6.33788,5.68015,6.10488,6.00298,5.59072,5.95734,6.08645,5.72085,6.04166,6.02527,5.78494,5.56047,5.18671,5.69823,6.3399,6.18539,6.09359,6.03613,6.00183,6.01964,6.25064,6.1469,5.98328,6.04565,6.00621,5.39889,5.81486,6.0231,6.0977,6.15148,6.04366,6.16588,6.29288,5.8621,5.71788,6.32218,6.29848,5.92534,5.94248,6.13432,6.0263,5.77676,6.0703,5.93292,5.84877,5.75854,5.98026,6.21949,6.06161,6.27755,5.71793,5.90045,6.6114,5.68927,5.97975,5.96462,6.09266,5.88616,5.89302,6.02249,5.91745,6.03624,5.88488,5.82859,5.95543,5.99027,5.90113,6.03176,6.04048,6.01223,5.94284,5.92369,6.01753,5.95967,5.9191,5.91791,5.82733,5.99433,5.93662,5.97032,5.79851,5.75427,6.05552,5.86015,5.90481,5.99103,5.92264,5.99687,5.95715,6.15067,5.95879,5.86302,5.9755,6.53872,6.06047,6.16113,5.88349,5.91594,6.17227,5.69616,5.73625,5.90102,5.965,5.7734,6.07308,6.17952,5.83956,5.99455,6.38878,4.99159,6.07571,5.92918,5.88942,6.08978,5.71018,5.79374,5.94269,6.04812,5.77551,5.59769,5.80295,5.73088,5.7037,5.79184,5.7591,5.84725,5.60545,5.51065,5.34753,5.41395,5.46099,5.84826,5.99485,6.04187,5.9106,5.98575,5.92186,5.89993,6.04705,5.93672,5.8808,5.93075,5.81666,5.92693,5.79671,5.90744,5.7581,5.70555,5.76095,5.89153,5.82726,5.49527,5.86627,5.96677,5.87592,5.78489,5.80471,5.74577,5.85239,5.91295,5.77244,5.71831,5.76836,5.83424,5.81639,5.83113,5.76595,5.80981,5.65059,5.66366,5.68553,5.2936,5.8172,5.93568,5.61848,5.70202,5.64171,5.77461,5.91641,5.74171,5.81842,5.89275,5.84441,5.99907,6.00576,5.83265,5.72979,5.96892,5.99673,5.96271,5.87473,6.05827,5.6962,5.74478,5.98211,5.7949,5.4807,5.53888,5.82351,5.66665,5.48405,5.67235,5.79264,5.7658,5.77185,5.60474,5.55819,5.90705,5.84409,5.67321,5.77327,5.80804,5.60454,5.66331,5.77533,5.91056,5.84635,5.8051,5.74804,5.77566,5.6393,5.88638,5.88458,5.79401
SIDM00926,5.93641,5.66801,5.69181,6.04542,5.63733,5.95061,6.03663,5.65706,5.66472,5.61843,5.68741,5.79449,5.03724,5.77634,5.70093,5.85373,5.98554,5.8631,6.38119,5.63631,5.78946,6.22818,6.04563,5.87398,5.63221,6.1947,6.13433,5.73717,5.97541,5.76171,6.33579,5.5738,5.78431,6.17199,5.86451,5.9737,5.67041,5.79099,6.29685,6.05577,6.2729,6.24964,5.74633,5.8469,6.22608,5.91518,6.06242,6.02141,6.1523,6.07472,6.63607,5.38524,5.96988,5.94128,5.7849,5.80424,5.65672,5.79277,6.00421,5.42364,6.20589,5.99405,6.15394,5.99187,5.70551,5.98186,5.77844,6.17197,6.29042,6.20165,6.11051,6.14347,6.12378,6.12499,6.12752,6.09768,5.63906,5.95495,6.38549,6.06743,5.81554,5.64833,5.55091,5.52768,5.78421,5.98446,5.9282,6.00591,5.92865,6.0606,6.59542,6.02909,5.70152,6.06886,5.75808,5.94608,5.91662,5.79318,6.04065,5.88205,6.49069,5.49674,5.89993,6.00931,5.4567,6.37668,5.62529,5.87028,5.88912,5.26234,5.43017,5.76469,6.04652,6.17048,5.8667,7.03502,5.64039,5.68118,6.06251,5.84712,5.67,5.9733,5.78685,5.64652,6.29914,5.91453,6.01024,6.09012,6.09897,6.03139,6.11624,6.39692,5.90731,5.86967,5.81144,6.04962,6.19345,6.23635,6.32081,6.29412,6.23299,6.43819,6.17268,6.23468,6.20198,5.92346,5.90812,5.81022,6.03279,6.3719,6.00165,5.84798,5.78944,6.18233,6.11455,5.90618,5.83178,6.18681,6.14931,5.96948,5.83621,5.74282,6.18899,6.2352,6.03361,5.82985,6.02142,5.98518,5.92881,5.91476,5.78339,5.87101,5.99622,5.96689,5.84999,6.09125,6.04659,5.54781,5.36314,5.56175,5.47745,6.1306,6.3821,6.23528,6.46744,6.56565,6.32535,6.0618,6.48404,6.53956,6.62584,6.52293,5.60485,5.21122,5.56261,5.61982,5.18347,4.84773,5.05483,5.32502,5.03232,4.90153,4.95744,5.4462,5.33379,5.16245,5.04459,4.89163,5.60281,5.61775,5.52109,5.29109,5.1858,4.89939,5.05659,5.90854,5.73451,5.68401,5.55114,5.2733,5.09083,5.08706,5.82547,5.69967,5.54886
SIDM00927,5.48257,5.61825,5.19818,6.87245,4.68862,6.13039,6.36092,5.29611,6.1986,4.67247,4.78999,6.33916,6.08697,5.85234,6.25542,5.63284,5.91092,5.44961,5.25835,5.57259,5.56809,5.35457,5.45105,6.00849,5.94414,5.53463,6.58097,6.37034,5.50042,5.24118,5.32407,5.18593,5.24628,5.9014,6.70076,5.83218,5.92567,5.46575,5.10526,5.32463,6.36543,5.99077,6.26444,4.82943,5.2489,4.92236,5.43788,4.83147,5.33902,5.91605,4.92089,4.9723,6.26493,5.16693,6.37649,5.87586,6.06078,6.07661,5.65787,5.35927,5.7293,5.46929,4.64437,5.41074,5.36455,5.14319,4.86678,5.01386,5.3848,5.15312,5.24309,4.66613,4.47007,4.67458,4.63844,4.86152,5.36051,5.53001,5.75121,5.27474,5.16867,5.96479,5.67954,6.71135,6.05507,5.35681,4.7512,4.96486,4.85945,4.93495,6.17133,4.45914,5.67943,5.10306,5.55891,5.10578,4.82332,5.86447,6.04764,5.6507,6.06499,5.17933,4.99332,5.65914,6.66015,5.93847,6.09585,5.75799,5.346,5.83614,5.5587,5.75202,6.83171,5.99324,4.77113,3.89096,5.29926,6.10737,5.37575,5.25652,4.83737,4.8676,4.92144,5.31816,5.37198,5.63281,5.64695,6.8865,7.26319,7.71926,7.65698,7.37244,6.74491,5.85365,5.05081,5.75849,6.2724,5.59542,5.58056,5.93315,5.14487,6.02801,5.37135,6.32553,5.86499,5.88661,5.67506,5.87317,5.84204,6.0128,5.44935,6.02418,6.47043,5.88467,5.49017,5.7332,6.2878,5.99193,6.44818,5.985,5.84523,6.49595,6.36538,6.34891,6.4695,5.72549,6.55149,5.75597,5.82216,6.23029,6.37932,6.19754,6.21524,5.95292,5.78527,5.57467,5.99534,7.22938,6.11202,5.96873,6.47366,6.01507,5.55116,5.67175,5.69234,5.42688,5.37843,6.01972,5.53392,5.36061,5.72459,5.57384,6.38333,6.40751,6.32268,6.04439,5.98826,6.24444,6.26945,5.9482,5.97591,6.22035,6.37977,6.35611,6.08447,5.81738,6.01531,6.3075,6.34048,6.4684,6.3331,6.16026,5.74855,6.15302,6.31671,6.38142,6.49839,6.37544,6.28211,6.37524,5.91918,6.2988,6.39592,6.27887,6.47425
SIDM00939,6.09569,6.10586,5.6385,5.95546,6.05161,5.76512,5.60373,5.93837,5.93842,6.08045,5.89639,5.96099,6.15605,5.35093,5.59354,6.03151,6.30739,6.30904,5.95296,5.86159,5.92493,6.25513,6.08023,6.20397,6.18763,5.72563,4.944,5.7878,5.75937,6.14036,6.26424,5.86984,6.14511,6.34361,5.55824,6.04309,5.91794,6.25782,5.8191,5.7175,6.12779,5.82479,6.08882,6.17669,5.76376,5.53762,6.11979,5.77271,5.88736,5.60877,5.99319,6.26854,5.53332,6.06858,5.60194,5.6647,5.88273,6.0705,6.1404,6.25215,5.48396,6.775,6.49548,6.02486,6.02751,5.27163,6.17427,6.12846,5.67671,6.60692,6.77833,6.38132,6.47266,6.76984,6.73443,6.65665,6.00281,4.9062,5.41478,5.93597,6.04709,5.83854,5.83505,6.03641,5.85309,5.88821,6.91779,5.95152,6.30024,5.8249,5.784,5.77866,6.23346,5.81401,6.46501,6.63353,6.57773,5.81342,5.50002,5.66351,6.13167,5.86591,5.88411,5.71461,5.45908,6.04128,6.69129,5.53594,5.94711,5.90593,4.60423,6.28721,5.70196,6.04405,6.29863,7.26551,6.15632,6.09119,6.12281,5.92223,6.07519,6.42943,5.96756,5.82401,6.12943,5.76742,5.66256,5.62028,5.44275,5.04244,4.8492,5.2795,5.55734,5.98254,6.41908,5.81191,5.929,6.2366,5.70213,5.67364,5.90753,5.52604,5.82687,5.49631,5.70508,6.04296,6.1473,6.02943,5.68889,5.64126,6.58801,5.9566,5.78274,6.11531,6.39754,6.07101,5.66897,5.6945,5.46254,5.76491,5.86981,5.44335,5.21215,5.3294,5.53617,5.95839,5.24279,6.12194,5.80504,5.8236,5.72645,5.87751,6.01903,5.73469,5.92599,5.92339,6.07975,6.05716,6.11933,6.21585,5.82582,5.73392,5.65589,5.64649,5.42715,5.48506,5.62633,5.60932,5.26996,5.37923,5.49141,5.25487,6.48425,6.22751,5.96249,6.73077,6.48419,6.13167,5.84281,6.45275,6.21107,5.8489,5.6777,5.82135,6.01843,6.15322,5.90932,5.59267,5.81566,5.53058,5.67694,5.69582,5.88393,5.72058,5.56017,5.51672,5.55885,5.3053,5.39975,5.48093,5.82212,5.87386,5.35203,5.15146,5.06911
