,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,dCMP,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,taurocholate,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,3-methyladipate/pimelate,6-phosphogluconate,alpha-hydroxybutyrate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cAMP,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine,C14:0 LPC,C16:1 LPC,C16:0 LPC,C18:2 LPC,C18:1 LPC,C18:0 LPC,C20:4 LPC,C20:3 LPC,C22:6 LPC,C16:0 LPE,C18:1 LPE,C18:0 LPE,C20:4 LPE,C22:6 LPE,C32:2 PC,C32:1 PC,C32:0 PC,C34:4 PC,C34:3 PC,C34:2 PC,C34:1 PC,C36:4 PC-A,C36:4 PC-B,C36:3 PC,C36:2 PC,C36:1 PC,C38:6 PC,C38:5 PC,C38:4 PC,C38:2 PC,C40:6 PC,C14:0 SM,C16:1 SM,C16:0 SM,C18:2 SM,C18:1 SM,C18:0 SM,C22:1 SM,C22:0 SM,C24:1 SM,C24:0 SM,C34:2 DAG,C34:1 DAG,C36:2 DAG,C36:1 DAG,C14:0 CE,C16:1 CE,C16:0 CE,C18:3 CE,C18:2 CE,C18:1 CE,C18:0 CE,C20:5 CE,C20:4 CE,C20:3 CE,C22:6 CE,C46:2 TAG,C46:1 TAG,C46:0 TAG,C48:3 TAG,C48:2 TAG,C48:1 TAG,C48:0 TAG,C50:3 TAG,C50:2 TAG,C50:1 TAG,C50:0 TAG,C52:5 TAG,C52:4 TAG,C52:3 TAG,C52:2 TAG,C52:1 TAG,C54:7 TAG,C54:6 TAG,C54:5 TAG,C54:4 TAG,C54:3 TAG,C54:2 TAG,C54:1 TAG,C56:8 TAG,C56:7 TAG,C56:6 TAG,C56:5 TAG,C56:4 TAG,C56:3 TAG,C56:2 TAG,C58:8 TAG,C58:7 TAG,C58:6 TAG
SIDM00953,5.88822,5.73543,5.88686,5.96586,5.69939,6.10116,5.81843,5.80063,6.34966,5.67931,5.76275,6.29513,6.12885,6.18806,6.03267,5.67522,5.80912,5.72298,5.33738,5.87166,5.59817,5.52875,5.70408,6.20477,5.91024,5.58324,5.93526,6.01274,5.69644,5.63305,5.38277,5.84696,5.79983,5.7867,6.0316,5.99705,5.74427,5.67007,5.41012,5.71095,5.72752,5.77909,6.35821,5.68305,5.56536,5.45228,6.03152,5.3737,5.63087,5.7744,5.44924,6.08502,5.90853,5.79423,5.83314,6.07186,5.89411,5.87626,5.83994,5.8321,5.8044,5.81723,5.49719,5.86567,5.92596,6.04662,5.86223,5.49785,5.71616,5.45231,5.65276,5.54717,5.56904,5.54815,5.54808,5.57242,5.85202,6.02646,5.73956,5.56859,5.88378,5.76749,5.865,6.20868,5.67265,5.57627,5.6183,5.54995,5.48246,5.53506,6.01398,5.26247,6.22992,5.37107,6.00183,5.60272,5.7092,5.70987,5.8206,5.91155,6.13899,5.99633,5.65225,5.77753,5.99042,5.57738,5.77618,5.7302,5.65881,5.97624,6.35689,6.05347,5.84759,6.03637,5.53636,5.54242,5.77083,6.03034,5.5695,5.7243,5.69703,5.67386,5.71847,5.75615,5.85433,5.82997,5.96385,6.03961,6.17809,6.1684,6.12645,6.18015,6.05005,5.79322,5.79152,5.7034,5.925,5.7983,5.70364,5.8611,5.62547,5.80329,5.66491,5.86879,5.77708,5.84023,5.84775,5.83223,5.96414,5.87313,5.93968,6.00072,6.00809,5.97504,5.90789,5.93277,5.9853,5.90418,5.99085,5.89105,5.90159,5.99229,6.02752,5.9745,5.99283,5.88253,5.99082,5.76278,5.90669,5.83833,5.95005,6.00958,5.79664,5.91954,5.89352,5.6009,5.57095,5.99635,6.01163,5.97839,6.01766,5.8007,5.54842,5.55278,5.65016,5.47405,5.51673,5.65426,5.55118,5.47193,5.61279,5.54425,6.1418,6.17926,6.1001,6.07213,6.10276,6.10558,6.12591,6.06485,6.05463,6.07493,6.18363,6.06427,6.046,5.99164,6.03139,6.11987,6.03495,6.02978,6.07199,6.04635,5.9548,6.079,6.18284,5.95209,6.11921,6.10843,6.08079,6.10311,6.02362,6.13083,6.13403,6.07806,6.03384
SIDM00965,5.96011,5.65736,5.69634,6.09842,5.69545,5.75773,5.98071,5.86688,5.61819,5.58267,5.68636,5.67025,6.01129,5.82519,5.78575,5.82855,5.57537,5.50168,6.02189,5.82124,5.75132,5.41491,5.39163,5.53837,5.69019,6.16223,6.12731,5.86305,5.70856,5.80239,5.83793,5.74621,5.42132,5.46967,5.95583,5.94817,5.712,5.78267,5.93129,6.00552,5.90889,5.9459,5.63327,5.46471,5.96302,5.99492,5.71598,5.94026,6.02099,6.08838,6.11845,5.77444,6.01215,5.70189,5.82749,6.02488,5.79342,5.90497,5.76943,5.72159,6.20172,5.83701,5.94727,5.92173,5.91491,6.1731,6.39214,5.93373,6.24289,6.02711,5.9122,5.96546,5.93336,5.91106,5.84501,5.92511,5.84483,6.05713,6.43306,6.08142,5.41007,5.98405,6.0253,5.85895,5.7864,6.02638,5.47924,5.95249,5.81353,6.06726,6.28418,6.10894,5.64633,6.00673,6.12979,5.94134,5.95987,5.83437,6.14497,5.69123,5.71561,5.83383,5.99332,6.13572,5.95627,6.08461,5.52025,6.17074,5.96564,5.90472,6.39167,5.7736,5.78736,5.78539,6.03677,6.22953,5.52904,5.89295,5.89797,5.69957,5.48035,5.61161,5.58371,5.50951,5.83152,5.76955,6.05116,5.67863,5.7131,5.84076,6.02055,5.91786,5.95969,5.77807,5.42804,6.02321,5.91884,5.82905,5.96628,6.04844,5.82543,6.18211,5.84174,6.12436,6.05993,5.7418,5.67278,5.71351,5.9173,6.00095,5.59087,5.75378,5.79068,5.78884,5.71247,5.68941,5.80092,5.93252,5.94025,5.75825,5.67665,5.78202,6.07012,6.0046,5.89483,5.57536,5.97651,5.67478,5.76146,5.70189,5.78384,5.89573,5.81373,5.74343,5.63008,5.60128,5.65124,5.84118,5.81005,5.7324,5.84183,5.95954,5.92041,5.92331,6.01732,5.94372,5.91753,5.98689,6.11161,5.99422,6.04052,6.08369,5.92615,5.94491,5.99804,5.87086,5.87107,5.89349,6.01674,5.88977,5.86499,5.9486,6.1315,6.02777,6.02837,5.85003,5.89926,6.03119,6.01263,6.05931,6.09087,6.00131,5.83906,5.9323,6.1082,5.92415,6.16693,6.21975,6.13079,6.04548,5.7937,5.90103,6.23042,6.14547,6.1371
SIDM00990,5.94797,6.17536,6.25069,6.44818,5.81457,6.15862,5.67468,5.88278,6.56575,5.86947,5.67577,6.55282,6.702,6.31182,5.92339,5.94364,6.26533,6.16911,5.50849,5.72784,6.09877,6.64186,6.46904,6.88045,6.6802,5.77053,5.39951,6.08402,6.06492,6.1328,5.65565,5.67094,6.36631,6.89435,5.54383,6.27694,6.23186,5.95423,5.59225,5.74552,5.69784,6.27629,6.71163,5.99777,5.93997,5.38671,6.24897,5.76668,5.92685,5.73684,5.98492,6.06707,5.55567,5.33324,5.88045,5.71265,6.13167,6.13415,6.13274,6.661,5.23198,6.32501,5.7544,5.7193,5.66198,5.54532,4.83706,5.68893,5.40242,5.88755,6.03619,5.74517,5.86793,6.02077,6.15055,5.89091,6.23981,5.68744,5.47827,5.95776,6.4116,5.63977,5.59462,6.52611,6.02895,5.80888,6.76274,6.06821,6.36659,5.72169,5.7716,5.3996,6.63929,5.61788,6.04481,6.18267,6.18291,5.92738,4.99712,6.21297,5.43476,5.91692,5.72592,5.69973,5.36088,5.77214,6.77324,5.99678,5.97131,6.46405,5.98717,6.43828,5.80037,6.46952,5.92735,5.02026,6.33428,6.06519,5.97401,5.90357,6.24457,6.48838,6.10009,5.83623,6.31205,5.82332,5.54725,5.86405,5.93007,5.71707,5.35716,5.89251,5.57498,6.421,6.78907,5.68329,6.09512,6.28377,6.01557,5.77047,6.09137,5.72136,5.93093,5.5877,5.58411,6.36565,6.49245,6.39461,5.86674,6.07846,6.25098,5.89952,5.54861,5.84479,5.90707,5.96713,5.67774,5.51675,5.5905,5.87548,5.95463,5.67845,5.29673,5.41793,5.77606,5.96671,5.72031,5.68563,5.7237,5.53133,5.78881,5.48561,5.42384,5.94436,6.00709,5.38532,5.49289,5.87776,6.34087,6.35002,6.04307,5.75825,5.43957,5.32008,5.19619,5.14879,5.47448,5.46434,4.97482,5.03425,5.25061,4.97189,6.65518,6.4501,5.99446,6.75442,6.53068,6.19301,5.93957,6.49857,6.37524,6.13716,5.95415,5.69297,6.0027,6.26771,6.20738,5.89442,5.68657,5.5336,5.6026,5.95808,6.22313,6.16641,5.97143,5.57889,5.56576,5.27328,5.63943,5.98154,6.29602,6.25036,5.36835,5.40021,5.29312
SIDM01044,5.86975,5.90623,5.9824,6.14915,5.93556,5.60472,5.87771,5.96058,5.62655,5.91903,5.97282,5.60845,5.46799,5.30053,5.59013,6.12666,5.88343,5.94586,6.024,5.89994,6.02066,5.76616,5.71065,5.69654,5.48905,6.09582,5.97469,5.8514,5.92845,5.96595,6.21153,5.93537,5.82964,5.80771,5.84887,5.66788,5.90682,6.0314,6.00112,5.99279,6.10614,6.07032,5.6194,5.80717,6.11295,6.24233,5.77271,6.06043,5.97255,6.08062,6.13359,6.05824,5.88682,6.01809,5.79497,6.07681,5.80287,5.96273,5.8092,5.73836,6.06753,5.74482,5.7512,5.76605,5.79804,5.87347,5.9329,5.78908,5.88195,5.90324,5.84246,5.77148,5.67647,5.793,5.72022,5.71977,5.76155,5.77584,6.10642,5.83579,5.41854,5.88726,6.13073,5.86155,5.6701,5.90979,5.50716,5.85061,5.80149,5.91191,6.2191,5.98173,5.58668,5.97111,5.7585,5.78616,5.83353,5.8285,6.03199,5.84592,5.60965,5.78314,5.921,5.91832,5.89741,6.03709,5.95176,5.56096,5.9821,5.66988,5.45477,5.86852,5.71734,5.62567,5.85209,6.29018,5.7301,5.74731,5.79684,5.7406,5.74034,5.58569,5.90277,5.86531,6.01955,6.12338,6.01347,6.27756,6.45974,6.60082,6.60107,6.49748,5.89211,5.78273,5.55247,5.90944,5.89627,5.91267,6.03329,5.99226,5.8991,6.14806,5.88842,6.05978,5.9448,5.8664,5.7379,5.80536,5.83361,5.91251,5.66025,5.69143,5.86668,5.79439,5.82639,5.72661,5.7633,5.93732,5.9091,5.85371,5.68703,5.76282,5.88908,5.90529,5.81133,5.6565,5.8486,5.82897,5.8385,5.7936,5.706,5.89624,5.87353,5.85374,5.69132,5.76473,5.8937,5.52855,5.61478,5.55024,5.70042,5.86829,5.87984,5.93066,5.92026,5.9044,5.91301,6.01461,5.96654,5.92433,5.95517,5.98913,6.09257,6.06501,6.02787,6.12138,6.00596,6.01756,6.11423,5.99851,5.94558,6.0269,6.13488,6.20451,6.0731,5.91465,5.91946,6.05147,6.22551,6.15239,6.21539,6.05107,5.85274,5.95037,6.04497,5.858,6.18291,6.1503,6.12335,6.00259,5.81908,5.96778,6.1768,6.15481,6.17832
SIDM01067,5.82127,6.09779,5.778,5.99805,5.95173,5.64412,5.84234,5.95576,5.67505,5.87682,5.88088,5.67179,5.41467,5.44273,5.5659,6.11613,5.95376,5.95624,5.9444,5.89054,5.921,5.96079,5.82859,5.78524,5.84358,6.0365,5.88935,5.92054,5.98605,5.97121,6.16043,5.89568,5.89804,6.03914,5.7196,5.62639,6.0519,6.07972,5.95876,5.91929,6.06751,6.02896,5.70305,5.83552,6.02437,5.9064,5.90708,6.00386,6.13685,6.04896,6.17222,5.91962,5.89712,6.20906,5.76644,5.98883,5.8597,6.01068,5.8216,6.02868,5.97448,5.94904,6.05267,5.93316,5.81232,5.9406,5.85971,5.96928,6.06067,6.12577,6.0379,6.0117,6.00708,6.04982,6.0177,5.94865,5.90314,5.88118,6.16726,5.99421,5.78265,5.80899,5.74701,5.93796,5.69836,6.026,5.88708,5.98077,6.0571,6.03593,6.21228,6.15934,5.72904,6.03508,6.36137,6.05988,6.09126,5.89379,6.02002,6.01857,6.31193,5.89419,6.02037,6.02572,5.71456,6.02487,5.91806,6.10973,6.085,5.91344,5.57186,5.95038,5.58678,5.66188,6.10148,6.39016,5.82311,5.85119,6.03856,5.86567,5.81988,5.72306,5.91791,5.72154,5.90547,5.98085,5.95964,5.85786,5.90106,5.9174,5.90321,5.94405,5.67535,5.965,5.92098,5.99997,5.67113,5.59303,5.55387,5.64799,5.51075,5.62252,5.55589,5.61581,5.69324,5.60319,5.59013,5.6992,5.66438,5.50487,5.70488,5.70492,5.75106,5.70796,5.66239,5.7018,5.70352,5.62687,5.59928,5.60962,5.67782,5.68352,5.57286,5.55934,5.61371,5.70639,5.58164,5.76831,5.75162,5.79943,5.64713,5.73588,5.66276,5.62165,5.67186,5.73794,5.9,5.85834,5.75506,5.7488,5.79687,5.6939,5.60805,5.70669,5.69752,5.60687,5.65746,5.7538,5.74855,5.68779,5.65165,5.6369,6.19648,6.18287,6.03981,6.33323,6.21396,6.18403,6.1242,6.1713,6.16587,6.13881,6.20943,6.06406,6.06982,6.08084,6.09983,6.18917,6.0799,6.02802,5.98764,6.06995,6.07391,6.21197,6.26926,5.66927,6.07626,6.02819,5.97265,6.07708,6.09859,6.29048,6.07862,6.10256,6.00707
SIDM01068,5.79752,6.06693,5.97985,5.9888,5.81032,5.55941,5.73895,5.8632,5.90114,5.84295,5.8784,5.8726,5.27347,5.42183,5.52926,6.03102,5.83669,5.68768,5.30998,5.75498,5.96718,5.85201,5.83134,6.00158,6.19141,5.68147,5.33767,5.88185,6.38356,6.1209,5.8047,5.76676,6.00152,6.16294,5.65243,5.49521,6.1325,5.64503,5.7498,5.72405,5.85947,5.82118,5.9528,5.85481,5.57785,5.71779,5.93633,5.71959,5.86378,5.70357,5.85491,5.8874,5.66694,5.45081,5.69447,6.08455,6.03622,6.10982,5.82435,6.22141,5.26799,5.67513,5.77405,5.54177,5.63462,5.93844,5.04102,5.61057,5.7923,5.56633,5.63326,5.7099,5.80785,5.68674,5.77964,5.58742,6.02879,6.08707,5.77283,5.72059,5.99151,5.69481,5.39496,5.73433,5.65731,5.76358,5.8456,5.89697,6.01447,5.76792,6.06326,5.64313,5.96491,5.79298,6.72647,5.76247,5.72535,5.80645,5.41139,5.73705,5.53133,5.8409,5.81383,5.70145,5.55328,5.4783,6.12141,5.83819,5.83456,6.01996,5.08884,6.21635,5.68235,6.02316,5.73139,5.93661,5.98968,5.68671,5.75651,5.8808,5.95676,6.07021,6.04326,5.5987,6.07268,5.81076,5.74523,5.53909,5.50861,5.26791,5.39744,5.54992,5.72024,6.13695,6.27186,5.79074,5.70027,5.89785,5.68188,5.80586,5.8425,5.72238,5.84097,5.70858,5.69147,5.63881,5.81015,5.89482,5.68755,5.63354,6.18263,5.97717,6.04699,5.97983,5.97417,6.03952,5.91047,5.59861,5.72507,5.87317,6.0053,5.95455,5.57765,5.69014,5.87055,6.20419,5.74491,6.10584,5.96491,6.0935,6.0132,5.95475,6.06444,5.87844,6.03035,6.1937,6.25648,5.76841,6.05269,6.18279,6.0278,5.62111,5.40592,5.49317,5.39365,5.27235,5.57362,5.68903,5.44321,5.31069,5.48068,5.43321,6.64268,6.55306,6.156,6.97046,6.78203,6.57763,6.18129,6.8046,6.74826,6.50133,6.19976,6.44797,6.63163,6.7037,6.67272,6.50024,6.20949,6.1923,6.48673,6.63725,6.72483,6.80009,6.60133,5.84424,6.21005,6.18405,6.51408,6.75432,6.76027,6.81556,6.25096,6.32179,6.29791
SIDM01070,5.97067,5.73041,5.82216,6.12817,5.73027,5.59226,5.93096,5.82795,5.51703,5.6589,5.75207,5.61284,5.39915,5.68077,5.62295,6.04272,5.71248,5.61331,6.01007,5.68025,5.88136,5.57878,5.52245,5.58434,5.85105,6.04371,6.32078,6.09169,6.12151,5.83521,6.20127,5.6477,5.53076,5.66442,5.91966,5.46889,5.69364,5.73604,5.91675,5.9712,6.09581,6.18924,5.51027,5.50692,5.99092,6.00311,6.07867,6.01896,6.04943,6.103,5.93696,4.98884,5.95024,5.97643,5.80481,5.96751,5.67325,5.91827,5.65069,5.5207,5.95348,5.84056,5.8672,5.63235,5.71826,5.73037,6.03622,5.93746,5.99422,6.09781,5.99581,5.88478,5.81399,5.94827,5.86365,5.82828,5.65223,5.64654,6.08709,5.98564,5.42824,5.82656,5.96559,5.49139,5.71393,5.88528,5.48351,5.8589,5.89055,5.94232,6.48349,6.00729,5.46343,6.01697,6.21671,5.8191,5.92986,5.71261,5.97728,5.99861,5.79378,5.39623,5.79165,6.01382,5.88601,6.07162,6.00782,6.22616,5.97697,5.67632,5.48943,5.97453,5.84188,5.96651,5.94421,6.93821,5.47846,5.55426,5.88531,5.54241,5.47211,5.65489,5.6402,5.40241,5.79545,5.85261,5.97889,5.91641,6.01876,6.21094,6.29895,6.29166,5.79803,5.70996,5.58171,5.99286,5.96274,5.92759,5.96604,6.01322,5.91929,6.1559,5.95701,6.09979,6.01313,5.71221,5.70254,5.70505,5.92205,5.94023,5.33801,5.47037,5.71044,5.68332,5.69921,5.57165,5.66684,5.78839,5.81607,5.75289,5.62912,5.75706,5.80976,5.90007,5.8408,5.61681,5.89938,5.70524,5.67342,5.73037,5.67378,5.74497,5.80164,5.73795,5.69999,5.7365,5.92296,5.65425,5.57209,5.73891,5.77091,5.89083,5.81982,5.88917,5.84864,5.795,5.87622,5.99535,5.94163,5.82491,5.96175,5.91677,6.17542,6.07031,5.95282,6.32061,6.04432,5.99962,6.04331,6.11979,6.00594,6.06635,6.19016,6.41128,6.30823,6.04164,6.05783,6.2143,6.43052,6.41958,6.52386,6.32611,6.11358,6.24241,6.39699,6.04159,6.49903,6.52569,6.55051,6.36444,6.14045,6.25592,6.61752,6.61592,6.59346
SIDM01071,5.97381,5.61382,5.81724,5.80802,5.50165,5.78257,6.03473,5.50855,6.10184,5.4306,5.54797,6.03556,6.03413,5.9076,6.15538,5.54952,5.7554,5.55963,5.39987,5.86444,5.3647,5.17097,5.42546,5.8317,5.75824,5.60928,5.99819,5.89994,5.37847,5.35004,5.15617,5.77674,5.58624,5.62798,6.29008,5.74783,5.77996,5.42215,5.58216,5.66572,5.75479,5.78599,5.96478,5.41391,5.62155,5.56074,5.52715,5.37544,5.42114,5.70847,4.49916,5.93482,6.0965,5.81295,5.86282,6.01404,5.73641,5.79997,5.57988,5.60092,5.70073,5.47059,5.13715,5.8897,5.73005,5.80606,5.69906,5.50553,5.82238,5.30429,5.30083,5.23737,5.12417,5.15045,5.13331,5.36056,5.65865,5.83218,6.16959,5.59154,6.07087,5.98946,5.94112,6.07833,5.80278,5.63353,5.24156,5.48746,5.28681,5.46133,6.03777,5.47033,5.86533,5.65505,5.70183,5.37803,5.29215,5.99721,6.09662,6.32155,6.39649,6.00355,5.64874,5.81407,6.33331,5.48218,5.22916,5.82763,5.49263,6.34474,6.30302,6.14422,5.90015,6.05447,5.28298,4.31305,5.92209,6.1283,5.39431,6.01127,5.90542,5.6827,5.84126,5.78398,5.82932,5.8712,5.90155,6.28825,6.45814,6.55958,6.54446,6.45883,6.55044,5.77907,5.49769,5.88554,5.98923,5.72894,5.65614,5.91082,5.39674,5.87622,5.55969,5.9911,5.8804,5.83692,5.83899,5.56529,6.10727,6.13068,5.77032,6.11351,6.30922,6.09488,5.93994,5.94832,6.16445,6.10035,6.45817,6.12463,5.93076,6.17945,6.44322,6.38895,6.37919,5.89448,6.41263,5.71476,5.82193,5.89944,6.14187,6.05315,5.92195,6.06215,5.8469,5.54252,5.42855,6.15118,6.00824,5.92933,6.13871,5.79421,5.42862,5.53259,5.63676,5.39746,5.34831,5.5247,5.48547,5.32562,5.47866,5.47787,6.29098,6.21928,6.17074,6.23639,6.16128,6.18955,6.09895,6.23442,6.13482,6.165,6.27321,6.5121,6.43258,6.16787,6.19346,6.26679,6.56894,6.63051,6.70868,6.5138,6.17739,6.27256,6.34744,6.46696,6.82812,6.77425,6.73235,6.67807,6.32239,6.34645,6.98511,6.95433,6.81484
SIDM01072,6.00704,5.91816,5.76853,6.09054,5.82488,5.83417,5.92423,5.89392,5.81207,5.83604,5.83636,5.84915,5.67138,5.67778,5.66797,5.95873,5.81379,5.81827,6.03027,5.85008,5.8726,6.39951,6.29737,5.96111,5.69244,6.03753,5.80359,5.73735,6.0641,5.93153,6.23522,5.86768,5.95831,6.44708,5.78604,5.88002,5.8009,5.87146,6.062,6.00178,6.20495,6.18548,5.85176,5.95865,5.98207,5.94064,6.12606,5.97888,5.88551,5.99399,5.92615,5.77673,5.91184,5.72197,5.76118,5.96697,5.82658,5.93117,5.81091,5.82296,5.92953,5.94085,5.9351,5.93616,5.75792,5.82071,5.78374,5.96609,6.08142,6.07733,6.00843,5.93745,5.87667,6.03881,5.99457,5.91411,5.81769,5.75189,6.08151,5.85912,6.137,5.755,5.92256,6.06941,5.69097,5.92426,6.14255,5.92413,5.95967,5.95641,6.47943,5.97311,5.92468,6.02207,6.29634,6.02171,5.92435,5.88451,5.85669,6.28653,6.08867,5.71645,5.954,5.95845,5.63348,6.03202,6.03932,6.32814,5.94394,6.17446,5.9591,5.91418,5.75128,6.2796,5.9739,6.43657,5.93855,6.02877,5.88775,6.05897,5.91011,6.14449,5.98133,6.00969,6.42596,6.02621,5.93055,6.06881,6.02092,5.88723,5.97163,6.06533,5.79592,5.90186,6.16648,5.95311,5.77484,5.83868,5.83676,5.82437,5.83085,5.88492,5.82791,5.87106,5.8954,5.83644,5.7745,5.92765,5.84236,5.84612,5.86561,5.86186,5.98823,5.82761,5.88877,5.85068,5.87388,5.76876,5.77811,5.81107,5.82191,5.89913,5.83901,5.81708,5.76026,5.88624,5.7149,5.87338,5.84548,5.8773,5.98256,5.8828,5.91851,5.82532,5.84046,5.94859,6.12424,5.6813,5.75984,5.72397,5.81002,5.92697,5.98023,5.98769,6.05634,6.03507,5.9533,5.96617,5.99472,6.03717,6.07535,5.99766,5.83899,5.75547,5.87747,5.87737,5.58926,5.67601,5.86966,5.57382,5.56092,5.6717,5.86062,5.49643,5.48123,5.43757,5.53651,5.65227,5.56757,5.51103,5.53274,5.35919,5.39432,5.52184,5.73994,5.64662,5.59127,5.50331,5.35904,5.38529,5.41426,5.67045,5.43623,5.2928,5.35597
SIDM01103,5.9678,5.92345,5.80243,6.12358,5.79598,5.687,6.0159,5.83046,5.64105,5.83281,5.84682,5.62327,5.59852,5.50534,5.71433,6.20328,5.93336,5.95891,6.2627,5.85935,5.92193,6.18918,6.0605,5.72067,5.95875,6.07255,5.88324,5.98983,6.06251,6.0025,6.1752,5.82836,5.91089,6.08824,5.87799,5.94529,5.85383,6.09997,6.04533,6.01313,6.09767,5.94479,5.70814,5.86563,5.91894,6.02409,5.72264,6.00559,6.09759,5.98736,6.29164,5.78205,5.89393,6.12462,5.76875,5.83826,5.79538,6.02891,5.81524,5.64819,6.03718,6.27171,6.16145,5.68443,5.8227,5.18307,6.15999,6.09645,5.92701,6.4666,6.37322,6.14353,6.1282,6.33968,6.24863,6.22379,5.67013,5.08648,5.92294,5.93677,5.7877,5.82677,5.88959,5.73343,5.72357,5.93022,5.91952,5.87079,5.9651,5.96709,6.11208,6.02034,5.72884,6.05662,6.05685,6.32144,6.32216,5.82698,6.09892,6.18047,5.2978,5.77521,5.94216,5.9504,5.87075,6.33986,6.12158,5.70302,5.93004,5.86976,5.30423,5.96513,5.81663,5.61725,6.19361,6.80482,5.62337,5.78483,6.04247,5.73332,5.59592,5.82698,5.71479,5.34482,5.75863,5.69598,5.89136,5.61091,5.51092,5.56801,5.74026,5.62196,5.87547,5.77721,5.88353,5.94094,6.0292,6.04082,6.11663,6.16852,6.09436,6.19988,6.06672,6.09205,6.11039,5.97723,5.96076,5.97279,6.02305,6.22937,5.62717,5.7567,5.76878,5.75615,5.75394,5.78957,5.81869,5.83263,5.88392,5.89088,5.85559,5.91259,5.93734,5.95167,5.91633,5.75011,5.97326,5.76167,5.8059,5.75141,5.62395,5.76251,5.54501,5.88968,5.87808,5.68424,5.71787,5.51701,5.72182,5.66324,5.79663,5.86718,5.87414,5.87135,5.94585,5.93895,5.85962,5.80414,5.95973,5.96025,5.93691,5.95476,5.82953,5.65242,5.80546,5.72867,5.62956,5.5596,5.74396,5.71196,5.67141,5.71499,5.93656,5.84187,5.83722,5.75096,5.78555,5.83782,5.9575,5.9389,5.94878,5.87352,5.84437,5.84241,5.93273,5.9435,6.03844,6.0285,5.99442,5.90195,5.82377,5.84456,6.08248,5.98644,6.02852
